데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-27 16:52,ICW0W2000380,44,15,816,167,20.1,42,65,98
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-27 16:52,ICW0W2000287,10,3,1183,198,22.5,35,52,91
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-27 16:52,ICW0W2000275,32,12,545,94,20,38,50,98
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-27 16:52,ICW0W2000262,34,12,555,28,17.8,39,59,96
2024-03-27 16:52,ICW0W2000248,36,13,1171,20,21.4,32,65,86
2024-03-27 16:51,ICW0W2100481,52,21,1035,220,22.2,41,64,93
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-27 16:51,ICW0W2100582,30,11,572,56,22.8,31,60,95
2024-03-27 16:51,ICW0W2100579,25,10,0,102,27.7,20,63,91
2024-03-27 16:52,ICW0W2100562,20,11,718,3976,25.8,25,64,67
2024-03-27 16:51,ICW0W2100560,29,10,585,6000,24.1,26,61,63
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-28 8:55,ICW0W2100488,26,10,347,27,21.8,33,65,97
2024-03-28 8:55,ICW0W2100506,0,0,58,10,11.9,55,59,100
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 8:55,ICW0W2100582,30,10,835,20,21.6,43,60,100
2024-03-28 8:55,ICW0W2100579,17,6,0,56,24.8,28,59,97
2024-03-28 8:56,ICW0W2100562,27,14,636,1106,21.9,35,75,80
2024-03-28 8:55,ICW0W2100560,10,4,1008,6000,23.2,35,65,76
2024-03-28 8:55,ICW0W2100549,5,2,397,42,18,38,63,100
2024-03-28 8:55,ICW0W2100509,16,6,27,3754,21.6,33,75,75
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-28 8:55,ICW0W2100497,5000,2100,505,12,20.9,35,52,45
2024-03-28 8:59,ICW0W2100491,6,3,739,2336,22.3,33,69,76
2024-03-28 8:55,ICW0W2100485,27,9,663,0,21.9,40,73,100
2024-03-28 8:55,ICW0W2100481,27,11,645,65,21.2,42,61,100
2024-03-28 8:56,ICW0W2100479,25,9,633,63,23.3,34,78,95
2024-03-28 8:55,ICW0W2100489,7,2,65,8,23.1,33,75,100
2024-03-28 8:55,ICW0W2100467,5,1,,0,23.3,34,85,100
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-28 8:55,ICW0W2100462,14,5,191,261,23,33,56,97
2024-03-28 8:55,ICW0W2100460,17,6,420,0,21.9,34,71,98
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-28 8:55,ICW0W2100455,17,6,742,0,23.6,39,65,100
2024-03-28 8:55,ICW0W2000512,26,10,606,29,23.3,37,69,100
2024-03-28 8:55,ICW0W2001000,11,7,78,16,16.4,39,63,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-28 8:55,ICW0W2000951,40,12,350,13,21.6,43,66,100
2024-03-28 8:55,ICW0W2000956,20,12,640,444,18.3,41,55,95
2024-03-28 8:55,ICW0W2000996,16,15,463,75,21,35,58,100
2024-03-28 8:55,ICW0W2000991,28,19,540,76,19.6,39,71,98
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-28 8:55,ICW0W2000983,10,6,151,145,15,46,68,99
2024-03-28 8:55,ICW0W2000955,35,23,472,45,17.7,39,49,95
2024-03-28 8:55,ICW0W2000987,2,1,437,245,23.1,30,60,97
2024-03-28 8:55,ICW0W2000978,16,10,437,139,18.8,34,57,96
2024-03-28 8:55,ICW0W2000922,29,8,319,63,22.3,39,78,100
2024-03-28 8:55,ICW0W2000926,15,5,257,189,27.1,33,52,90
2024-03-28 8:55,ICW0W2000977,22,14,626,76,21.8,37,55,99
2024-03-28 8:55,ICW0W2000933,33,11,383,52,20.8,39,49,100
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-28 8:55,ICW0W2000973,3,2,447,403,19.6,36,67,96
2024-03-28 8:55,ICW0W2000972,24,15,552,32,19.6,34,59,95
2024-03-28 8:55,ICW0W2000968,12,7,539,152,27.2,26,77,89
2024-03-28 8:55,ICW0W2000944,19,13,378,26,16.3,43,64,100
2024-03-28 8:55,ICW0W2000964,40,26,568,88,16.8,41,79,96
2024-03-28 8:55,ICW0W2000924,15,5,511,24,21.8,37,67,100
2024-03-28 8:55,ICW0W2000505,6,2,414,501,18.5,40,49,97
2024-03-28 8:55,V01T1623100,6,3,386,141,22.9,36,30,100
2024-03-28 8:55,V01T1623130,21,10,446,137,18.2,39,30,100
2024-03-28 8:55,V01T1623129,9,5,531,127,22.8,31,30,97
2024-03-28 8:55,V01T1623123,9,4,512,125,21.9,30,30,97
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-28 7:30,V01T1623118,1,1,437,125,22.5,32,30,99
2024-03-28 8:54,V01T1623117,22,10,474,127,22.4,34,37,96
2024-03-28 8:55,V01T1623116,36,17,2500,125,20.4,39,36,78
2024-03-28 8:55,V01T1623113,13,6,455,128,28.2,23,31,90
2024-03-28 8:55,V01T1623112,1,1,476,130,24.5,31,30,96
2024-03-28 8:55,V01T1623109,46,20,2362,125,12.8,52,40,71
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-28 8:55,V01T1623105,15,7,409,125,20.6,34,30,97
2024-03-28 8:55,V01T1623102,6,3,602,135,27.1,24,30,90
2024-03-28 8:55,ICW0W2000503,6,2,446,1152,17.3,42,46,84
2024-03-28 8:55,ICW0W2000455,27,10,172,58,19.4,47,59,100
2024-03-28 8:55,ICW0W2000447,12,4,319,97,21,38,48,100
2024-03-28 8:55,ICW0W2000459,13,4,592,72,20.1,39,60,100
2024-03-28 8:55,ICW0W2000507,4,2,616,5,20.8,37,48,100
2024-03-28 8:55,ICW0W2000501,4,1,397,1579,19.5,35,47,83
2024-03-28 8:55,ICW0W2000500,11,6,2500,37,19.5,45,61,85
2024-03-28 8:55,ICW0W2000380,30,10,278,16,17.2,46,51,100
2024-03-28 8:55,ICW0W2000275,1,0,515,260,19,41,51,100
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-28 8:55,ICW0W2000287,4,1,393,39,22.4,33,55,100
2024-03-28 8:55,ICW0W2000398,32,11,504,19,19.4,43,58,100
2024-03-28 8:55,ICW0W2000974,32,20,753,117,17.8,42,58,96
2024-03-28 8:55,ICW0W2000248,2,0,843,145,20.1,33,95,97
2024-03-28 8:55,ICW0W2000262,39,13,449,21,14.9,43,57,95
2024-03-28 8:54,ICW0W2100488,26,10,346,28,21.7,33,65,97
2024-03-28 8:54,ICW0W2100506,0,0,64,9,11.9,55,58,100
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 8:54,ICW0W2100582,28,10,897,26,21.6,40,66,100
2024-03-28 8:54,ICW0W2100579,17,7,0,59,24.7,28,61,97
2024-03-28 8:55,ICW0W2100562,27,14,619,1087,22,35,81,80
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-28 10:49,ICW0W2100481,17,6,1385,4203,22,47,66,75
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 10:49,ICW0W2100582,23,8,642,56,21.4,38,68,100
2024-03-28 10:49,ICW0W2100579,10,4,0,120,25.5,27,58,97
2024-03-28 10:50,ICW0W2100562,18,9,610,704,22.9,32,58,84
2024-03-28 10:49,ICW0W2100560,6,2,1208,6000,24.6,33,57,66
2024-03-28 10:49,ICW0W2100549,27,10,409,24,17.7,41,74,100
2024-03-28 10:49,ICW0W2100509,17,6,84,5995,22.4,34,72,69
2024-03-28 10:49,ICW0W2100506,0,0,70,9,13.1,54,58,100
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-28 10:49,ICW0W2100497,5000,2100,801,25,22.5,35,67,43
2024-03-28 10:52,ICW0W2100491,12,6,1432,47256,24.3,39,71,59
2024-03-28 10:49,ICW0W2100489,6,2,100,4,22.3,34,80,100
2024-03-28 10:49,ICW0W2100488,9,3,373,106,22.2,30,63,99
2024-03-28 10:49,ICW0W2100485,23,7,1161,2,22.8,42,66,95
2024-03-28 10:50,ICW0W2100479,32,12,1080,189,24.5,36,75,88
2024-03-28 10:49,ICW0W2100467,21,7,,5814,23.8,35,81,65
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-28 10:49,ICW0W2100462,19,6,180,781,23.9,38,84,88
2024-03-28 10:49,ICW0W2100460,30,10,952,0,23,41,76,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-28 10:49,ICW0W2100455,70,23,2244,0,24.3,52,76,78
2024-03-28 10:49,ICW0W2001000,13,8,167,65,16.1,45,70,100
2024-03-28 10:49,ICW0W2000996,14,12,858,350,22.2,36,76,95
2024-03-28 10:49,ICW0W2000991,17,11,885,171,20.4,40,64,100
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-28 10:49,ICW0W2000987,5,4,522,135,23.1,31,60,97
2024-03-28 10:49,ICW0W2000983,3,2,129,247,13.7,49,63,96
2024-03-28 10:49,ICW0W2000978,15,10,525,152,18.2,36,50,99
2024-03-28 10:49,ICW0W2000977,17,11,835,117,22,40,59,100
2024-03-28 10:49,ICW0W2000974,26,18,1109,122,18.6,44,78,94
2024-03-28 10:49,ICW0W2000973,11,7,825,674,20.3,39,72,88
2024-03-28 10:49,ICW0W2000972,13,8,1282,212,22,35,68,88
2024-03-28 10:49,ICW0W2000968,12,8,655,156,26.9,27,80,92
2024-03-28 10:49,ICW0W2000964,25,17,641,146,19.7,37,72,97
2024-03-28 10:49,ICW0W2000956,14,7,1131,723,21.1,40,52,89
2024-03-28 10:49,ICW0W2000955,32,22,545,1154,19,36,54,79
2024-03-28 10:49,ICW0W2000951,27,8,341,12,23.2,39,69,100
2024-03-28 10:49,ICW0W2000944,24,15,901,124,18.5,44,82,99
2024-03-28 10:49,ICW0W2000933,21,7,665,40,22.4,38,58,100
2024-03-28 10:49,ICW0W2000926,17,5,115,37,25.5,31,54,97
2024-03-28 10:49,ICW0W2000924,46,15,974,6000,23.2,38,76,67
2024-03-28 10:49,ICW0W2000922,25,7,358,56,22.5,40,69,100
2024-03-28 10:49,V01T1623130,9,4,672,152,25.7,29,36,93
2024-03-28 10:49,V01T1623129,1,1,627,163,24.5,32,41,94
2024-03-28 10:49,V01T1623123,13,6,564,132,22,32,45,96
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-28 10:48,V01T1623118,1,1,516,164,22.5,34,34,98
2024-03-28 10:48,V01T1623117,11,5,480,125,22.3,34,30,97
2024-03-28 10:49,V01T1623116,33,15,2362,162,20.5,43,44,82
2024-03-28 10:49,V01T1623113,4,2,459,132,28.3,23,31,91
2024-03-28 10:49,V01T1623112,17,8,454,152,24.2,32,39,93
2024-03-28 10:49,V01T1623109,44,20,2362,129,13,54,42,71
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-28 10:49,V01T1623105,32,15,420,125,20.7,34,30,94
2024-03-28 10:31,V01T1623102,35,16,623,156,26,26,30,89
2024-03-28 10:49,V01T1623100,36,17,393,178,23,36,34,97
2024-03-28 10:49,ICW0W2000512,16,5,750,1676,24.1,37,71,77
2024-03-28 10:49,ICW0W2000507,2,1,668,6,23.8,34,54,99
2024-03-28 10:49,ICW0W2000505,2,0,521,205,26.8,31,54,94
2024-03-28 10:49,ICW0W2000503,1,0,574,704,22.6,38,56,90
2024-03-28 10:49,ICW0W2000501,3,1,476,457,26.7,31,66,88
2024-03-28 10:49,ICW0W2000500,6,3,2500,163,24.6,38,62,79
2024-03-28 10:49,ICW0W2000459,12,4,641,10,22,37,59,100
2024-03-28 10:49,ICW0W2000455,17,6,154,42,20.4,44,64,100
2024-03-28 10:49,ICW0W2000447,10,3,651,130,22.8,39,59,100
2024-03-28 10:49,ICW0W2000398,23,8,630,60,19.7,42,62,100
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-28 10:49,ICW0W2000380,24,8,311,251,17.5,45,57,99
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-28 10:49,ICW0W2000287,3,1,544,64,24,32,51,99
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-28 10:49,ICW0W2000275,1,0,564,258,19.3,40,50,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-28 10:49,ICW0W2000262,30,10,664,24,16.2,45,59,99
2024-03-28 10:49,ICW0W2000248,16,5,1231,8,19.6,37,62,91
2024-03-28 10:48,ICW0W2100481,18,7,1396,4182,22,47,67,74
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 10:48,ICW0W2100582,20,7,664,73,21.4,38,69,100
2024-03-28 10:48,ICW0W2100579,11,4,0,127,25.5,27,60,97
2024-03-28 10:49,ICW0W2100562,17,9,617,754,22.9,32,58,83
2024-03-28 10:48,ICW0W2100560,6,2,1210,6000,24.6,33,59,66
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-28 13:59,ICW0W2100481,7,2,1298,3056,22.5,48,59,79
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 13:59,ICW0W2100582,27,10,821,131,21.9,40,60,100
2024-03-28 13:59,ICW0W2100579,13,5,0,248,26.6,29,65,95
2024-03-28 14:00,ICW0W2100562,11,6,589,938,23.3,32,59,80
2024-03-28 13:59,ICW0W2100560,6,2,947,6000,25.5,32,54,64
2024-03-28 13:59,ICW0W2100549,21,7,1479,176,19.7,44,77,86
2024-03-28 13:59,ICW0W2100509,17,6,198,6000,23.8,38,69,73
2024-03-28 13:59,ICW0W2100506,34,13,78,5,14.2,56,61,97
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-28 13:59,ICW0W2100497,5000,2100,1287,52,24.6,38,54,32
2024-03-28 14:03,ICW0W2100491,12,6,1260,3930,24.2,36,67,72
2024-03-28 13:59,ICW0W2100489,6,2,134,8,23.5,36,60,100
2024-03-28 13:59,ICW0W2100488,16,5,421,88,22.5,31,63,98
2024-03-28 13:59,ICW0W2100485,24,9,948,0,23.9,43,63,100
2024-03-28 14:00,ICW0W2100479,12,5,722,72,23.1,36,58,100
2024-03-28 13:59,ICW0W2100467,11,4,,5999,23.6,35,73,66
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-28 13:59,ICW0W2100462,13,4,133,227,23.7,36,71,100
2024-03-28 13:59,ICW0W2100460,7,2,652,0,23.2,36,58,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-28 13:59,ICW0W2100455,167,51,2797,0,24.7,55,61,64
2024-03-28 13:59,ICW0W2001000,26,12,426,133,16.5,49,73,99
2024-03-28 13:59,ICW0W2000996,9,9,858,4820,23.6,36,55,73
2024-03-28 13:59,ICW0W2000991,19,13,659,74,20.4,41,58,100
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-28 13:59,ICW0W2000987,3,2,641,272,23.7,31,60,96
2024-03-28 13:59,ICW0W2000983,7,5,184,67,14,49,61,100
2024-03-28 13:59,ICW0W2000978,16,11,541,81,18,38,51,100
2024-03-28 13:59,ICW0W2000977,10,6,883,1756,22.3,39,54,80
2024-03-28 13:59,ICW0W2000974,1,1,1967,681,18.9,45,53,83
2024-03-28 13:59,ICW0W2000973,7,5,656,628,20.8,36,51,90
2024-03-28 13:59,ICW0W2000972,13,8,1421,865,25.5,33,67,71
2024-03-28 13:59,ICW0W2000968,8,5,837,303,27.5,28,52,86
2024-03-28 13:59,ICW0W2000964,34,23,463,83,19.2,38,61,97
2024-03-28 13:59,ICW0W2000956,15,8,1474,6000,22.8,41,52,70
2024-03-28 13:59,ICW0W2000955,22,15,477,70,18.8,38,48,99
2024-03-28 13:59,ICW0W2000951,38,12,318,29,23.1,41,55,100
2024-03-28 13:59,ICW0W2000944,20,13,820,70,19.8,42,79,100
2024-03-28 13:59,ICW0W2000933,21,6,663,298,22.8,38,63,97
2024-03-28 13:59,ICW0W2000926,6,2,694,602,27.7,36,51,84
2024-03-28 13:59,ICW0W2000924,125,43,661,113,23,38,81,83
2024-03-28 13:59,ICW0W2000922,20,6,384,64,22.6,40,56,100
2024-03-28 13:59,V01T1623130,4,2,629,148,27,29,42,94
2024-03-28 13:59,V01T1623129,23,11,784,196,25.6,33,38,90
2024-03-28 13:59,V01T1623123,24,11,663,125,22.2,34,30,94
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-28 13:58,V01T1623118,1,1,516,130,23.6,33,39,98
2024-03-28 13:58,V01T1623117,5,2,463,128,22,34,30,98
2024-03-28 13:59,V01T1623116,31,14,2500,221,23.9,39,44,78
2024-03-28 13:59,V01T1623113,20,10,837,125,28.8,27,31,87
2024-03-28 13:59,V01T1623112,24,12,687,172,26.5,32,55,90
2024-03-28 13:59,V01T1623109,25,12,2189,127,13,53,42,73
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-28 13:59,V01T1623105,40,18,568,125,20.8,40,33,99
2024-03-28 13:59,V01T1623102,7,3,978,282,27.4,27,44,86
2024-03-28 13:59,V01T1623100,49,22,1509,417,24.7,59,52,80
2024-03-28 13:59,ICW0W2000512,26,10,608,221,24.6,36,62,94
2024-03-28 13:59,ICW0W2000507,2,1,783,155,24.9,34,53,94
2024-03-28 13:59,ICW0W2000505,3,1,507,120,25.7,32,56,95
2024-03-28 13:59,ICW0W2000503,11,4,432,52,23.7,36,48,100
2024-03-28 13:59,ICW0W2000501,4,1,463,203,22.6,36,68,100
2024-03-28 13:59,ICW0W2000500,6,3,2500,82,27.2,35,62,76
2024-03-28 13:59,ICW0W2000459,11,4,724,41,24.8,35,62,98
2024-03-28 13:59,ICW0W2000455,19,7,168,44,20.8,47,65,100
2024-03-28 13:59,ICW0W2000447,16,5,694,274,22,42,64,100
2024-03-28 13:59,ICW0W2000398,25,8,603,39,19.8,43,61,100
2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-28 13:59,ICW0W2000380,18,6,564,85,19.1,45,53,100
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-28 13:59,ICW0W2000287,5,1,742,40,24,35,55,100
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-28 13:59,ICW0W2000275,1,0,859,235,21.3,41,50,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-28 13:59,ICW0W2000262,22,7,599,20,18.6,43,63,100
2024-03-28 13:59,ICW0W2000248,2,0,2091,270,24.9,32,66,75
2024-03-28 13:58,ICW0W2100481,8,3,1302,3179,22.6,48,59,79
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 13:58,ICW0W2100582,27,9,831,122,21.9,40,58,100
2024-03-28 13:58,ICW0W2100579,12,5,0,287,26.6,29,65,94
2024-03-28 13:59,ICW0W2100562,11,6,586,854,23.4,32,59,82
2024-03-28 13:58,ICW0W2100560,5,2,944,6000,25.6,32,54,64
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-03-28 17:06,ICW0W2000500,6,3,2500,62,27.6,34,62,72
2024-03-28 17:06,ICW0W2000380,33,11,833,74,19.9,49,63,100
2024-03-28 17:06,ICW0W2000275,9,2,661,186,21.1,41,50,100
2024-03-28 17:06,ICW0W2000388,6,2,610,217,18.7,42,47,100
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-03-28 17:06,ICW0W2000287,5,1,1078,433,23.2,37,51,92
2024-03-28 17:06,ICW0W2000398,28,10,530,20,19.5,43,59,100
2024-03-28 17:06,ICW0W2000974,14,8,854,1158,19,42,49,84
2024-03-28 17:06,ICW0W2000248,5,1,1645,1608,22.4,37,63,75
2024-03-28 17:06,ICW0W2000262,15,5,477,15,18.9,44,51,100
2024-03-28 17:05,ICW0W2100488,17,6,425,93,22.5,32,64,97
2024-03-28 17:05,ICW0W2100506,24,9,603,21,15.2,57,57,96
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-28 17:05,ICW0W2100582,22,7,646,532,22.8,37,66,91
2024-03-28 17:05,ICW0W2100579,10,4,0,725,26.3,28,64,84
2024-03-28 17:06,ICW0W2100562,14,7,715,54351,23.5,33,65,58
2024-03-28 17:05,ICW0W2100560,12,5,476,6000,24.5,31,56,65
2024-03-28 17:05,ICW0W2100549,12,4,1879,249,20.5,45,78,85
2024-03-28 17:05,ICW0W2100509,25,9,96,6000,23.7,34,77,68
2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-03-28 17:05,ICW0W2100497,5000,2100,549,138,23.8,33,54,39
2024-03-28 17:09,ICW0W2100491,13,7,682,3402,23.2,34,60,73
2024-03-28 17:05,ICW0W2100485,13,5,808,0,23.4,40,63,100
2024-03-28 17:05,ICW0W2100481,31,12,1532,4119,22.5,49,63,70
2024-03-28 17:05,ICW0W2100479,27,10,586,62,22.6,38,65,99
2024-03-28 17:05,ICW0W2100489,5,2,179,9,23.5,36,61,100
2024-03-28 17:05,ICW0W2100467,9,3,,6000,24.3,33,84,60
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-03-28 17:05,ICW0W2100462,5,2,133,1402,24.3,36,55,82
2024-03-28 17:05,ICW0W2100460,17,6,624,0,21.9,38,77,100
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-03-28 17:05,ICW0W2100455,17,6,993,0,23.2,44,59,100
2024-03-28 17:05,ICW0W2000512,29,11,468,19,22.1,39,64,100
2024-03-28 17:05,ICW0W2001000,12,8,83,54,17.2,42,60,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-03-28 17:05,ICW0W2000951,30,9,327,49,22.5,43,64,100
2024-03-28 17:05,ICW0W2000956,22,13,816,6000,21.2,41,64,72
2024-03-28 17:05,ICW0W2000996,20,20,393,158,22.2,35,56,98
2024-03-28 17:05,ICW0W2000991,17,11,502,72,20.2,40,67,100
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-03-28 17:05,ICW0W2000983,9,6,156,4915,15.6,46,64,72
2024-03-28 17:05,ICW0W2000955,31,21,440,18,18.8,38,62,98
2024-03-28 17:05,ICW0W2000987,4,3,499,206,23.7,31,61,97
2024-03-28 17:05,ICW0W2000978,16,10,643,324,17.7,39,61,93
2024-03-28 17:05,ICW0W2000922,13,4,339,126,21.5,41,59,100
2024-03-28 17:05,ICW0W2000926,3,1,294,533,27.1,33,51,84
2024-03-28 17:05,ICW0W2000977,10,7,902,313,22.3,40,57,99
2024-03-28 17:05,ICW0W2000933,33,10,349,20,21.6,38,50,100
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-03-28 17:05,ICW0W2000973,5,4,728,6000,21.6,38,52,72
2024-03-28 14:40,ICW0W2000972,18,11,1137,288,23.2,35,56,90
2024-03-28 17:05,ICW0W2000968,15,10,541,40,25.3,29,66,94
2024-03-28 17:05,ICW0W2000944,2,1,1282,506,20.5,45,64,91
2024-03-28 17:05,ICW0W2000964,26,16,519,171,17.8,41,62,97
2024-03-28 17:05,ICW0W2000924,11,3,868,584,23.3,40,67,93
2024-03-28 17:05,ICW0W2000505,7,2,1025,586,25.7,39,76,88
2024-03-28 17:05,V01T1623100,9,4,661,173,22.2,45,30,100
2024-03-28 17:05,V01T1623130,22,11,530,125,24.4,32,42,92
2024-03-28 17:05,V01T1623129,14,7,1188,262,26.3,35,42,87
2024-03-28 17:05,V01T1623123,19,9,1075,216,23.5,34,34,88
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-03-28 17:04,V01T1623118,1,1,463,125,24.2,32,34,96
2024-03-28 17:04,V01T1623117,12,6,469,136,21.8,36,30,100
2024-03-28 17:05,V01T1623116,27,13,2500,246,23.7,40,36,81
2024-03-28 17:05,V01T1623113,4,2,735,163,28.7,28,31,90
2024-03-28 17:05,V01T1623112,34,16,1022,396,26.6,35,39,87
2024-03-28 17:05,V01T1623109,52,23,2362,125,13.1,53,42,71
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-03-28 17:05,V01T1623105,33,15,792,310,22.4,42,34,97
2024-03-28 17:05,V01T1623102,1,1,1353,515,27.5,30,36,75
2024-03-28 17:05,ICW0W2000503,5,1,934,970,23,42,57,86
2024-03-28 17:05,ICW0W2000455,15,5,131,27,20.3,50,70,100
2024-03-28 17:02,ICW0W2000447,23,8,1630,605,22.7,49,64,83
2024-03-28 17:05,ICW0W2000459,16,5,728,5,23.6,38,66,100
2024-03-28 17:05,ICW0W2000507,2,1,816,133,25.5,35,51,98
2024-03-28 17:05,ICW0W2000501,5,2,800,551,23.1,38,77,92
